,text,Mapping,word_count,unique_wordcount,mean_word_length,tweet_length,url_count,hashtags,mention_count,stopwords,punctuation_count,text_Adjectives,Processed_Text
626,"@user Off to jail with lots of other like minded muslims, with his koran, prayer mat, halal #islam = #terrorism",0,20,19,4.6,111,0,1,1,8,7,other halal islam, off to jail with lots of other like minded muslims with his koran prayer mat halal islam  terrorism
627,I thought the eclipse would make it not so damn hot outside today #disappointment,3,14,14,4.86,81,0,1,0,6,1,damn hot,i thought the eclipse would make it not so damn hot outside today disappointment
628,"@user The difference of being a third country in negotiations, as opposed to a member state, hasn't sunk in yet",0,20,18,4.6,111,0,0,1,10,4,third, the difference of being a third country in negotiations as opposed to a member state hasnt sunk in yet
629,"I actually hate Vision. Coming over from @user is like moving from Man City to QPR. A league below, past it and clouded in chaos.",0,25,24,4.2,129,0,0,1,11,5,,i actually hate vision coming over from  is like moving from man city to qpr a league below past it and clouded in chaos
630,Hello.. I need Some Grumpy Cat Leggings A.s.a.p. Mmmkay😂😍 #adorable #cute #infj,1,12,12,5.67,79,0,1,0,2,9,adorable cute,hello i need some grumpy cat leggings asap mmmkay😂😍 adorable cute infj
631,"@user So she's saying that the mountain of verifiable evidence that says otherwise is all fake news? Well, there's a surprise! 🤣",1,22,21,4.86,128,0,0,1,11,6,verifiable fake, so shes saying that the mountain of verifiable evidence that says otherwise is all fake news well theres a surprise 🤣
632,"@user @user The people worth knowing never behave like that, so methinks it's a bit of denial and resentment",0,19,18,4.74,108,0,0,1,7,4,denial,  the people worth knowing never behave like that so methinks its a bit of denial and resentment
633,Good to see India indignant about Amarnath Yatra. Do also try and visit the area around it too. There may be some more graves to weep for.,3,27,26,4.15,138,0,0,0,12,3,Good,good to see india indignant about amarnath yatra do also try and visit the area around it too there may be some more graves to weep for
634,"Dating a skinny girl is fun though, anytime you get bored you start counting her ribs and measuring her spinal cord! #happy",1,22,20,4.64,123,0,1,0,8,3,skinny fun spinal happy,dating a skinny girl is fun though anytime you get bored you start counting her ribs and measuring her spinal cord happy
635,I'M PISSED!! NOTHING HAPPENED DURING THE ECLIPSE!! NOTHING!!!!  #party,0,9,9,6.78,70,0,1,0,3,10,PISSED,im pissed nothing happened during the eclipse nothing  party
636,@user @user Christy is a bigger piece of shit then trump is and a bully.,0,15,12,3.87,72,0,0,1,7,3,,  christy is a bigger piece of shit then trump is and a bully
637,"#Amazon's #PrimeDay debut in #India was #disappointing, maybe next year it will get better..glad it's finally here though! 😅",0,19,19,5.58,124,0,1,0,6,10,disappointing next,amazons primeday debut in india was disappointing maybe next year it will get betterglad its finally here though 😅
638,ain't no sunshine when she's away ♫,3,7,7,4.14,35,0,0,0,3,2,♫,aint no sunshine when shes away ♫
639,"@user @user @user I think it's awesome, I'm just going to need some time to marvel and reprogram my brain. 😆",1,21,18,4.19,108,0,0,1,9,7,awesome,   i think its awesome im just going to need some time to marvel and reprogram my brain 😆
640,Batman like to enrage the heat on the new dimity frock and proposed marriage to me! Polly Shaw will lay me a CBGB crazy balled,1,25,23,4.08,126,0,0,0,9,1,new,batman like to enrage the heat on the new dimity frock and proposed marriage to me polly shaw will lay me a cbgb crazy balled
641,Thought It was a joke so sad anyway #biwott,3,9,9,3.89,43,0,1,0,4,1,sad,thought it was a joke so sad anyway biwott
642,@user @user #Alyssa Y don't U use your voice 4 good instead of #hatred &amp; #Resistance of @user I'm sure #Ivanka could help!,0,23,20,4.52,126,0,1,1,6,12,good sure,  alyssa y dont u use your voice  good instead of hatred amp resistance of  im sure ivanka could help
643,#ATO hacking into your phone calls and text messages! #privacylaws #invasion I knew they did it but hearing them get approval !,0,22,22,4.82,127,0,1,0,10,5,text privacylaws,ato hacking into your phone calls and text messages privacylaws invasion i knew they did it but hearing them get approval 
644,I get SO annoyed when I'm ONE! move away from beating someone at Pokémon Trading Card Game Online and they concede the game 🙃,0,24,24,4.25,125,0,0,0,10,2,annoyed,i get so annoyed when im one move away from beating someone at pokémon trading card game online and they concede the game 🙃
645,awoke from an actual nightmare about unicode normalization,3,8,8,6.38,58,0,0,0,3,0,actual unicode,awoke from an actual nightmare about unicode normalization
646,"@user It chases them away, girl. Or Matlakala. 😂",1,9,9,4.44,48,0,0,1,3,4,, it chases them away girl or matlakala 😂
647,When did we invent #kidfood ? Like oh they're a child so they can only eat #chickennuggets #crap #learn,0,19,19,4.47,103,0,1,0,10,6,,when did we invent kidfood  like oh theyre a child so they can only eat chickennuggets crap learn
648,Horny. Anyone? #horny #bi #sex #london #snapchat #gaysnap #hornysnap #snapchatgay #snapchathorny #gaysnapchat #hornysnapchat #snapgay #snap,1,15,15,8.33,139,0,1,0,0,15,horny bi london gaysnap hornysnap snapchatgay snapchathorny snapgay,horny anyone horny bi sex london snapchat gaysnap hornysnap snapchatgay snapchathorny gaysnapchat hornysnapchat snapgay snap
649,My boss said to another girl who is leaving 'i hope your new job is shit.' How pathetic. Hence why people are leaving in droves.,0,25,23,4.16,128,0,0,0,10,5,new pathetic,my boss said to another girl who is leaving i hope your new job is shit how pathetic hence why people are leaving in droves
650,Stay angry.,0,2,2,5.0,11,0,0,0,0,1,angry,stay angry
651,The fact that I could be in malia with Billie rn but instead I'm laid in bed watching repeats of Jeremy Kyle is making me wanna cry 😭,3,28,27,3.79,133,0,0,0,13,1,wan,the fact that i could be in malia with billie rn but instead im laid in bed watching repeats of jeremy kyle is making me wanna cry 😭
652,"everyone says it's funny that no one took tyler seriously when he tried to come out of the closet, but I think it's sad.",3,24,23,4.04,120,0,0,0,12,4,funny sad,everyone says its funny that no one took tyler seriously when he tried to come out of the closet but i think its sad
653,@user happy birthday big man 👀😂⚽️,1,6,6,4.67,33,0,0,1,0,1,happy big, happy birthday big man 👀😂⚽️
654,@user @user Since when did someone break #chromecast for ALL MacBooks? PLS -We #despair at days wasted trying 2 make it work again,3,23,22,4.7,130,0,1,1,8,6,,  since when did someone break chromecast for all macbooks pls we despair at days wasted trying  make it work again
655,@user 🖤🖤😭🤬 Amen! Hope for revenge. This person should be punished manslaughter.,0,12,12,5.67,79,0,0,1,4,4,🖤🖤😭🤬, 🖤🖤😭🤬 amen hope for revenge this person should be punished manslaughter
656,"When I chirp, shawty, chirp back.",1,6,6,4.67,33,0,0,0,2,3,,when i chirp shawty chirp back
657,On 1 side is the concern &amp; fear 4 our teens' safety &amp; happiness #thathorriblesuicidegame #terrifying #sosick (contd),3,18,17,5.94,124,0,1,0,4,10,happiness thathorriblesuicidegame,on  side is the concern amp fear  our teens safety amp happiness thathorriblesuicidegame terrifying sosick contd
658,"'She trapped me, but I love her' #insecure #killingme @user",3,10,10,5.0,59,0,1,1,2,6,,she trapped me but i love her insecure killingme 
659,Frick! @user is hilarious! Lovin his portrayal of a rancher picking up feed bags &amp; climbing over the panel! 😂😂 #peedalittle #laugh,1,22,22,5.14,134,0,1,1,7,8,hilarious 😂😂 peedalittle,frick  is hilarious lovin his portrayal of a rancher picking up feed bags amp climbing over the panel 😂😂 peedalittle laugh
660,Galaxy Global Eatery is terrific! Like free stuff? Lyft gets you here FREE with code OATH,1,16,16,4.62,89,0,0,0,5,2,terrific free,galaxy global eatery is terrific like free stuff lyft gets you here free with code oath
661,"Note to self: stop going for 'just 1 drink' in the week, it's never just 1. #hurting",3,17,17,4.0,84,0,1,0,6,7,,note to self stop going for just  drink in the week its never just  hurting
662,The #World and it's communities and #leaders are #laughing at #America as #trump #destroys #America with his #nonstoplies &amp; #racism #hatred.,0,21,19,5.9,144,0,1,0,9,14,,the world and its communities and leaders are laughing at america as trump destroys america with his nonstoplies amp racism hatred
663,@user Please turn the A/C on #dieinginhere #hot #horrible,0,9,9,5.44,57,0,1,1,2,5,user dieinginhere hot horrible, please turn the ac on dieinginhere hot horrible
664,@user It really is. And it was a normal thing a few years ago but it should've stayed in the past by now.,3,23,21,3.61,105,0,0,1,12,4,normal few past, it really is and it was a normal thing a few years ago but it shouldve stayed in the past by now
665,"@user said, “Surely the #bitterness of #death is past.” [2/2]",2,10,10,5.2,61,0,1,1,3,8,past., said “surely the bitterness of death is past” 
666,when you try your best but you don't suceed!!!😞😭😭😰😰😢😢#Sad #alone #tears #b #bored #boredtodeath,3,14,13,5.86,95,0,1,0,6,10,😞😭😭😰😰😢😢 bored,when you try your best but you dont suceed😞😭😭😰😰😢😢sad alone tears b bored boredtodeath
667,Who wants hot snapping?\nAdd me : rchar28 \n #nudes #snapsex  #snapchat #sexting #cam #hot #trade #pics #swap #horny #chaud #pussy,1,20,20,5.5,130,0,1,0,2,14,hot cam hot horny,who wants hot snappingnadd me  rchar n nudes snapsex  snapchat sexting cam hot trade pics swap horny chaud pussy
668,Post vacation blues are so real 😔,3,7,7,3.86,33,0,0,0,2,0,real,post vacation blues are so real 😔
669,It's irrelevant having a skinny body when you have a vile personality #bully,0,13,12,4.92,76,0,1,0,7,2,irrelevant vile,its irrelevant having a skinny body when you have a vile personality bully
670,"Hi, are u feeling matter? Try our today's special cloudy blue thumb with ground beef and blueberry, then you will feel irate.",0,22,22,4.73,125,0,0,0,6,5,u special blue,hi are u feeling matter try our todays special cloudy blue thumb with ground beef and blueberry then you will feel irate
671,How the jeff am I gonna cope @ KC. Diagnosed myself with 3 serious illnesses this morning &amp; spent £22 on ailments from the chemist,0,25,24,4.4,134,0,0,1,10,4,serious,how the jeff am i gonna cope  kc diagnosed myself with  serious illnesses this morning amp spent £ on ailments from the chemist
672,@user was a guest at your show today .. Just wanted to say what an enjoyable experience from arriving to leaving #smiling,1,22,21,4.55,121,0,1,1,10,4,enjoyable, was a guest at your show today  just wanted to say what an enjoyable experience from arriving to leaving smiling
673,"Again, this q. is brought to you by my slight feelings of irritation when I see 'obligated' over 'obliged', and I want to know if I'm right.",0,27,25,4.22,140,0,0,0,15,9,slight right,again this q is brought to you by my slight feelings of irritation when i see obligated over obliged and i want to know if im right
674,"No matter how much @user lights up the forest, they end up getting lost 😂 \n#ZescoForest\n#SSBola",1,16,15,5.12,97,0,1,1,6,4,much,no matter how much  lights up the forest they end up getting lost 😂 nzescoforestnssbola
675,"I was taught, there's nothing out there to #fear; just go out there turn #dreams into #reality, use other people fears to your advantage.",2,24,21,4.75,137,0,1,0,13,8,other,i was taught theres nothing out there to fear just go out there turn dreams into reality use other people fears to your advantage
676,@user @user @user Ah so that's why every time I see it I burst out with KAYLEIGH!!!,1,17,14,3.94,83,0,0,1,8,7,,   ah so thats why every time i see it i burst out with kayleigh
677,"i must say, the amount of low-level fighters and gatekeepers running their mouths is ridiculous. #jealousy  #ufc #jonjones",0,18,18,5.78,122,0,1,0,6,6,low-level ridiculous jealousy ufc,i must say the amount of lowlevel fighters and gatekeepers running their mouths is ridiculous jealousy  ufc jonjones
678,Happy birthday @user ☹,1,4,4,4.75,22,0,0,1,0,1,Happy,happy birthday  ☹
679,@user leave it kanna. same thing happened after Uri too. outrage and outrage until Sept 30. anyways re.. will be out today too.,0,23,21,4.57,127,0,0,1,7,7,same, leave it kanna same thing happened after uri too outrage and outrage until sept  anyways re will be out today too
680,"@user Love your dogs...when I see how happy they are and my own dog, it helps me forget the crap. Thank you",1,22,22,3.91,107,0,0,1,12,6,happy own, love your dogswhen i see how happy they are and my own dog it helps me forget the crap thank you
681,Jay Z came out of retirement just to drop the album of the year on y'all...let that sink in. Have a great day y'all 🙌🏿,1,25,23,3.76,118,0,0,0,11,6,great,jay z came out of retirement just to drop the album of the year on yalllet that sink in have a great day yall 🙌🏿
682,@user Lol....anger is not the best defense for attack. \nWait what do u do when ure angry?,0,17,16,4.35,90,0,0,1,8,7,angry, lolanger is not the best defense for attack nwait what do u do when ure angry
683,IT WASN'T ENOUGH 😢,3,4,4,3.75,18,0,0,0,2,1,,it wasnt enough 😢
684,@user Why are you making it so hard to return a faulty item. It's not my fault that you sent out an item that doesn't work #fuming,0,27,25,3.85,130,0,1,1,16,5,user hard faulty, why are you making it so hard to return a faulty item its not my fault that you sent out an item that doesnt work fuming
685,So what they do is act covertly and it turns out that they are aware of each other and fear punishment for wanting to destroy others.,0,26,24,4.15,133,0,0,0,17,1,aware other fear,so what they do is act covertly and it turns out that they are aware of each other and fear punishment for wanting to destroy others
686,Tuesday night and the wine is coming out. Just got home from work if that explains it. 🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️ #irritated,0,19,19,5.53,123,0,1,0,7,3,🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️ irritated,tuesday night and the wine is coming out just got home from work if that explains it 🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️ irritated
687,i was so confused but then my inner fujoshi was screaming and like i was trying so hard not to smile or laugh,3,23,19,3.78,109,0,0,0,15,0,confused,i was so confused but then my inner fujoshi was screaming and like i was trying so hard not to smile or laugh
688,You can only help those who help themselves... #irritated #thisisntmyjob,0,10,9,6.3,72,0,1,0,5,5,irritated,you can only help those who help themselves irritated thisisntmyjob
689,"@user I think the ending is about despair, and about not being able to escape the system... maybe?",3,18,16,4.5,98,0,0,1,10,6,able, i think the ending is about despair and about not being able to escape the system maybe
690,"@user He's still fuming over his massive failure at G19 meeting. The gravity of Junior's fuckup hasn't hit him, yet.",0,20,20,4.85,116,0,0,1,7,7,massive, hes still fuming over his massive failure at g meeting the gravity of juniors fuckup hasnt hit him yet
691,Shaking about your 2 bills on snapchat 😅 you're obviously new to money,1,13,13,4.46,70,0,0,0,5,1,new,shaking about your  bills on snapchat 😅 youre obviously new to money
692,@user What are you going to do to scrub my 19month old daughters eyeballs? #unacceptable  #irreparableharm,0,16,15,5.62,106,0,1,1,7,4,old unacceptable, what are you going to do to scrub my month old daughters eyeballs unacceptable  irreparableharm
693,@user Also never got me a replacement taxi so I was forced to get a new one and transport myself! #terrible #twohourwait #nohelp contd,0,24,23,4.62,134,0,1,1,10,5,new terrible twohourwait, also never got me a replacement taxi so i was forced to get a new one and transport myself terrible twohourwait nohelp contd
694,"Importing shit is not new. If you want it, take the steps necessary to get it. But don't sit and pout over Japan doing what it's ALWAYS done",0,28,28,4.04,140,0,0,0,14,5,new necessary,importing shit is not new if you want it take the steps necessary to get it but dont sit and pout over japan doing what its always done
695,"@user A review of my book faulted me for spending so much time on Webster's introductory front matter. But I had to, #brilliant!",1,23,23,4.61,128,0,1,1,10,6,much front, a review of my book faulted me for spending so much time on websters introductory front matter but i had to brilliant
696,It's #NationalFrenchFryDay and I'm working at McDonald's. #frightened,0,8,8,7.75,69,0,1,0,4,6,,its nationalfrenchfryday and im working at mcdonalds frightened
697,MOMS - NO Dancing at the bus stop... you might embarrass your kid 😂😂#luckytohaveme\n#momonfire #giggles,1,15,15,5.93,103,0,1,0,5,7,luckytohaveme\n,moms  no dancing at the bus stop you might embarrass your kid 😂😂luckytohavemenmomonfire giggles
698,And all the bullshit in your live ends and nothing will bother you ever again #depression,3,16,16,4.62,89,0,1,0,9,1,live,and all the bullshit in your live ends and nothing will bother you ever again depression
699,Listening to @user and watching the #eclipse at the dog park #bliss,1,12,11,4.67,67,0,1,1,5,3,,listening to  and watching the eclipse at the dog park bliss
700,When coming up with banal text to add to things note that 'BE HAPPY' is a lot of god damn pressure!\n#depression #anxiety,3,22,21,4.55,121,0,1,0,9,5,banal \n,when coming up with banal text to add to things note that be happy is a lot of god damn pressurendepression anxiety
701,Great game of tennis this one 👌🏻👌🏻🎾 #nervous,1,8,8,4.62,44,0,1,0,2,1,Great nervous,great game of tennis this one 👌🏻👌🏻🎾 nervous
702,@user Was DonJr  target of #sting b/c #RobGoldstoneEmail has all conspiracy-crime elements? HRC knew b/c tied Trump2Russia by 6/16?,0,19,18,5.89,131,0,1,1,5,9,b/c conspiracy-crime, was donjr  target of sting bc robgoldstoneemail has all conspiracycrime elements hrc knew bc tied trumprussia by 
703,Happy birthday annie!!!!!!!!!!hope you have the most #best #beautiful #blessed #brilliant #balsamic #bighearted #birthday ever @user,1,16,16,7.31,132,0,1,1,5,18,Happy beautiful brilliant balsamic bighearted birthday,happy birthday anniehope you have the most best beautiful blessed brilliant balsamic bighearted birthday ever 
704,"@user Jalf of london has no internet tonight, what is going on?? #furious",0,13,13,4.69,73,0,1,1,5,5,furious, jalf of london has no internet tonight what is going on furious
705,There is much in the world to make us #afraid. There is much more in our faith to make us #unafraid.,2,21,14,3.81,100,0,1,0,11,4,afraid,there is much in the world to make us afraid there is much more in our faith to make us unafraid
706,Can't sleep.. been awake for hours! Still haven't come up with an answer.. #stressed #cantsleep #sotired,3,16,16,5.56,104,0,1,0,7,10,answer.. stressed cantsleep,cant sleep been awake for hours still havent come up with an answer stressed cantsleep sotired
707,and fuck you if you get offended. I feel like,0,10,9,3.6,45,0,0,0,7,1,,and fuck you if you get offended i feel like
708,@user Maybe this was a test... to see if 100% of readers need interpreters - apparently they do #offended #rude #disgusted,0,21,21,4.86,122,0,1,1,8,9,rude, maybe this was a test to see if  of readers need interpreters  apparently they do offended rude disgusted
709,"I just burst into tears bc a friend told another friend he would help him studying, he was so kind and wtf is wrong with me",3,26,24,3.77,123,0,0,0,14,1,wrong,i just burst into tears bc a friend told another friend he would help him studying he was so kind and wtf is wrong with me
710,I keep asking myself why I'm constantly drawing Teo w a frown but then I just remember what's going on and I immediately understand,2,24,22,4.5,131,0,0,0,13,2,,i keep asking myself why im constantly drawing teo w a frown but then i just remember whats going on and i immediately understand
711,#Goals 'Too many of us are not living our dreams because we are living our #fears. ' --Les Brown #success,2,20,17,4.3,105,0,1,0,8,8,many,goals too many of us are not living our dreams because we are living our fears  les brown success
712,"we all think about it, some more than others \n\n#death #sad #depressed #suicide",3,13,13,5.23,80,0,1,0,6,5,\n\n sad depressed,we all think about it some more than others nndeath sad depressed suicide
713,"Unrelated: when I see the words crème fraîche, I think of that South Park episode of Randy's obsession with the Food Network. 😃",1,23,20,4.57,127,0,0,0,9,4,,unrelated when i see the words crème fraîche i think of that south park episode of randys obsession with the food network 😃
714,@user @user 'I'm dismayed at the UK decision to pull out of the EU and I've urged May to rejoin' - EUropean leaders 😉,0,24,21,3.92,117,0,0,1,9,7,EUropean,  im dismayed at the uk decision to pull out of the eu and ive urged may to rejoin  european leaders 😉
715,who knew magnus bane with teary eyes and trembling lips would be my downfall,3,14,14,4.5,76,0,0,0,6,0,teary,who knew magnus bane with teary eyes and trembling lips would be my downfall
716,Thing is ... It's hard to be sober,3,8,8,3.38,34,0,0,0,4,4,hard sober,thing is  its hard to be sober
717,What a tiring day 😧,3,5,5,3.0,19,0,0,0,2,0,tiring,what a tiring day 😧
718,@user Never a good experience at 919 E Fort Ave location. I never learn because I love chipotle #terrible #badservice,0,20,19,4.9,117,0,1,1,5,4,good chipotle terrible, never a good experience at  e fort ave location i never learn because i love chipotle terrible badservice
719,@user The little details in life can build up to things that could affect you negatively and eventually make unhappy and lonely.,3,22,21,4.86,128,0,0,1,10,2,little unhappy, the little details in life can build up to things that could affect you negatively and eventually make unhappy and lonely
720,@user @user @user @user I didn't say it because you left the party and game in a huff,3,18,15,3.78,85,0,0,1,9,5,,    i didnt say it because you left the party and game in a huff
721,@user The Guptas is the middle man from hell. ..men with cigars sitting and plotting in the dark of night,0,20,19,4.3,105,0,0,1,9,4,middle, the guptas is the middle man from hell men with cigars sitting and plotting in the dark of night
722,The best kind of self harm is through the mind #depression,3,11,11,4.36,58,0,1,0,5,1,,the best kind of self harm is through the mind depression
723,Remember when you were a kid and you flipped up the bottom of your shirt to make a pouch and put snacks in there?  #times  #snacks,1,26,23,3.96,130,0,1,0,14,3,pouch,remember when you were a kid and you flipped up the bottom of your shirt to make a pouch and put snacks in there  times  snacks
724,"Thankful for...job, healthy, sober, happy as hell about things...still have a panic attacks every time I put my sunglasses on.",1,20,20,5.35,126,0,0,0,6,10,healthy happy,thankful forjob healthy sober happy as hell about thingsstill have a panic attacks every time i put my sunglasses on
725,"Williams Lake on evacuation alert as fires rage near the city of 10,000+. Developments from overnight + forecast - 5am @user",3,21,21,4.95,124,0,0,1,5,6,overnight,williams lake on evacuation alert as fires rage near the city of  developments from overnight  forecast  am 
726,@user Wot an insult.,0,4,4,4.25,20,0,0,1,1,2,, wot an insult
727,Poetry of love ❤️ #.I love you from my heart # I love you from my soul # I love you real # you are in my all things what can I do I'm shy oo,1,36,23,2.92,140,0,1,0,20,6,real shy,poetry of love ❤️ i love you from my heart  i love you from my soul  i love you real  you are in my all things what can i do im shy oo
728,@user It's grim 😝,3,4,4,3.5,17,0,0,1,1,2,grim, its grim 😝
729,#Being a #terrible #mother makes me uncomfortable.,3,7,7,6.29,50,0,1,0,2,4,terrible uncomfortable,being a terrible mother makes me uncomfortable
730,"“I am very sad and I feel more miserable than I can say, and I do not know how far I’ve come. I do not know what to do or what to think.”",3,33,23,3.18,137,0,0,0,22,3,sad miserable ve,“i am very sad and i feel more miserable than i can say and i do not know how far i’ve come i do not know what to do or what to think”
731,@user Happy man.,1,3,3,4.67,16,0,0,1,0,2,Happy, happy man
732,@user Loving it! 😂,1,4,4,3.75,18,0,0,1,0,2,, loving it 😂
733,gettin #offended is Lame,0,4,4,5.25,24,0,1,0,1,1,Lame,gettin offended is lame
734,May God grant us the ability to see His unfailing love fill the earth 🌏 #Psalm33:5 #awe,2,17,16,4.18,87,0,1,0,4,3,,may god grant us the ability to see his unfailing love fill the earth 🌏 psalm awe
735,@user 3. home alone 4. fast and furious,1,8,8,4.0,39,0,0,1,1,3,fast furious,  home alone  fast and furious
736,@user @user With all the other stuff going on in houston #crime you spend your time bullying the homeless #wonderful,0,20,18,4.85,116,0,1,1,9,4,other wonderful,  with all the other stuff going on in houston crime you spend your time bullying the homeless wonderful
737,Where did I go wrong?\nI lost a friend\nSomewhere along in the bitterness \n—,3,13,13,5.0,77,0,0,0,6,1,wrong,where did i go wrongni lost a friendnsomewhere along in the bitterness n—
738,#AmarnathTerrorAttack  Muslims are killing everywhere Syria Iraq Palestine Everyday beyond They say that Islam is terrorism shame on you,0,19,19,6.16,136,0,1,0,6,1,,amarnathterrorattack  muslims are killing everywhere syria iraq palestine everyday beyond they say that islam is terrorism shame on you
739,@user @user So depressing.. started out so strong.. need to win some games and get back on track,3,18,17,4.39,96,0,0,1,8,6,strong..,  so depressing started out so strong need to win some games and get back on track
740,"We lost: St. Louis, 2011 Week 10, 13-12 @user #satisfied #GoBrowns. :(",3,12,12,4.92,70,0,1,1,1,11,13-12 satisfied,we lost st louis  week    satisfied gobrowns 
741,@user Gliese 581d #smile,1,4,4,5.25,24,0,1,1,0,2,Gliese, gliese d smile
742,@user Your parents should get you help not enable you &amp; you shouldn't drink when pregnant it can kill the baby! #horrid,0,22,20,4.64,123,0,1,1,12,6,pregnant horrid, your parents should get you help not enable you amp you shouldnt drink when pregnant it can kill the baby horrid
743,"After all of the Disney animated films are remade in live action, will they just reanimate them again?",2,18,18,4.72,102,0,0,0,9,2,live,after all of the disney animated films are remade in live action will they just reanimate them again
744,"1 Samuel 18:15\nAnd when #Saul saw that he had great #success, he stood in #fearful #awe of him.",1,18,17,4.39,96,0,1,0,7,7,great fearful, samuel nand when saul saw that he had great success he stood in fearful awe of him
745,"also, been kind of silent on s11 of the x-files because i am terrified that CC is going to screw it up! actually i know he will... #dreading",0,28,26,4.04,140,0,1,0,14,7,,also been kind of silent on s of the xfiles because i am terrified that cc is going to screw it up actually i know he will dreading
746,So who actually leaked the info on jr. meeting with Russian lawyer?  Putin?  Was he angry w Trump?,0,18,18,4.39,98,0,0,0,7,4,angry w,so who actually leaked the info on jr meeting with russian lawyer  putin  was he angry w trump
747,@user Oh for four years these  panelists were the lnp cheer squad hypocrites,0,13,13,4.85,76,0,0,1,4,1,lnp, oh for four years these  panelists were the lnp cheer squad hypocrites
748,@user happy birthday mamon!!! 😄,1,5,5,5.4,31,0,0,1,0,4,happy, happy birthday mamon 😄
749,"@user Hmm where is the outrage from the WH! Oh yeah, wrong nationality!",0,13,12,4.54,71,0,0,1,5,4,wrong, hmm where is the outrage from the wh oh yeah wrong nationality
750,"Harden not your heart, as in the provocation, and as in the day of temptation in the wilderness: - Psalm 95:8 KJV",2,22,17,4.18,113,0,0,0,12,5,,harden not your heart as in the provocation and as in the day of temptation in the wilderness  psalm  kjv
751,Binge watching #revenge  im obsessed 🤓,0,6,6,5.33,38,0,1,0,0,1,,binge watching revenge  im obsessed 🤓
752,Everytime I see Kirks face I get angry #LHHReunion,0,9,8,4.67,50,0,1,0,3,1,Kirks angry,everytime i see kirks face i get angry lhhreunion
753,"@user This is a deliberate act of provocation. AKP announcing their intention to abolish TSK, which has been their goal since day one.",0,23,22,4.87,134,0,0,1,11,4,deliberate, this is a deliberate act of provocation akp announcing their intention to abolish tsk which has been their goal since day one
754,@user You bottled it and deleted the picture😩 #scared 🙈🙈,3,10,10,4.7,56,0,1,1,4,2,, you bottled it and deleted the picture😩 scared 🙈🙈
755,"@user #NCAA is after more money! @user should assign special committee to investigate regulations, policies and #bad practices #point (.)",0,20,19,5.9,137,0,1,1,6,10,special bad, ncaa is after more money  should assign special committee to investigate regulations policies and bad practices point 
756,@user Looks beautiful 😘,1,4,4,5.0,23,0,0,1,0,1,beautiful, looks beautiful 😘
757,"those who think poly is a stage whr u can relax abit, u're wrong. u're gonna b haunt by projects  and tutorials which is like tonnes ergh",0,27,25,4.07,137,0,0,0,10,4,whr u wrong u,those who think poly is a stage whr u can relax abit ure wrong ure gonna b haunt by projects  and tutorials which is like tonnes ergh
758,@user Thank you! My first solo run!  #excited #andnervous,1,9,9,5.33,57,0,1,1,1,5,first solo excited andnervous, thank you my first solo run  excited andnervous
759,"what does one do with all the bitterness + anger of lack of job security, esp. when one has no obvious manoeuvres to remedy the situation",0,26,23,4.31,137,0,0,0,13,3,obvious,what does one do with all the bitterness  anger of lack of job security esp when one has no obvious manoeuvres to remedy the situation
760,#ColorFabb #Ngen Worst filament for me :( Good finish but so fragile :'( cc @user,0,15,15,4.47,81,0,1,1,4,8,Good fragile cc,colorfabb ngen worst filament for me  good finish but so fragile  cc 
761,#Two legged stool sample... #humor #serious #comedy,1,7,7,6.43,51,0,1,0,0,7,serious,two legged stool sample humor serious comedy
762,this time i really can't articulate how i feel... i am rendered speechless. #disheartened,3,14,12,5.43,89,0,1,0,7,6,i,this time i really cant articulate how i feel i am rendered speechless disheartened
763,@user It's #adorable #mnuchinwife thinks she's on a #government mission. #louiselinton,1,11,11,6.91,86,0,1,1,4,8,adorable, its adorable mnuchinwife thinks shes on a government mission louiselinton
764,She'll leave you with a smile,1,6,6,4.0,29,0,0,0,4,1,,shell leave you with a smile
765,"- She was so #artistic, .. painting .. #smiles on every face but her own .. ■|",1,17,15,3.65,78,0,1,0,7,11,artistic .. .. own, she was so artistic  painting  smiles on every face but her own  ■
766,Baywatch movie is so friggin #awesome #funny #delightful,1,8,8,6.12,56,0,1,0,2,3,friggin awesome funny delightful,baywatch movie is so friggin awesome funny delightful
767,Heading to PNC today to get the ball going for my MA! #goingforit #nervous #excited,1,15,14,4.6,83,0,1,0,6,4,goingforit nervous,heading to pnc today to get the ball going for my ma goingforit nervous excited
768,This time tomorrow I'll be at the airport for the first trek of my journey to America 👀  #alone,3,19,18,4.0,95,0,1,0,10,2,first,this time tomorrow ill be at the airport for the first trek of my journey to america 👀  alone
769,@user ha! no perception needed -- just facts. it's a bunch of dudes in suits trying to gobble up money while they're in power #shocking,0,25,24,4.44,135,0,1,1,11,8,, ha no perception needed  just facts its a bunch of dudes in suits trying to gobble up money while theyre in power shocking
770,Caroline FFS shut this whinging ‘Last Word Tom’ up!! He is unlikeable &amp; a smartass! His biases R boring! @user @user,0,21,20,4.76,120,0,0,1,6,8,Last unlikeable user,caroline ffs shut this whinging ‘last word tom’ up he is unlikeable amp a smartass his biases r boring  
